WORKING MODEL TRIAL 7-2,,,,,,,,,,
7/26/21 22:12,,,,,,,,,,
Total Force on Circle 1          ,,,,Time,,Velocity of Center of Mass of Circle 1,,,,
t,Fx,Fy,|F|,frame,t,t,Vx,Vy,|V|,
1.344,0.000669,-19.842371,19.842371,1344,1.344,1.344,16.351614,-0.808149,16.371572,-
1.345,0.000669,-19.842372,19.842372,1345,1.345,1.345,16.358375,-0.8245,16.37914,-
1.346,0.000669,-19.842374,19.842374,1346,1.346,1.346,16.365383,-0.840818,16.386969,-
1.347,0.000669,-19.842376,19.842376,1347,1.347,1.347,16.372645,-0.857157,16.395067,-
1.348,0.000669,-19.842377,19.842377,1348,1.348,1.348,16.380155,-0.873464,16.403427,-
1.349,0.000669,-19.842379,19.842379,1349,1.349,1.349,16.387913,-0.889784,16.412051,-
1.35,0.000669,-19.842381,19.842381,1350,1.35,1.35,16.395923,-0.906093,16.420941,-
1.351,0.000669,-19.842382,19.842382,1351,1.351,1.351,16.404178,-0.922408,16.430091,-
1.352,0.000669,-19.842384,19.842384,1352,1.352,1.352,16.412682,-0.938764,16.439507,-
1.353,0.000669,-19.842386,19.842386,1353,1.353,1.353,16.421436,-0.95511,16.449188,-
1.354,0.000669,-19.842388,19.842388,1354,1.354,1.354,16.430433,-0.971494,16.459129,-
1.355,0.000669,-19.842389,19.842389,1355,1.355,1.355,16.43968,-0.987852,16.469333,-
1.356,0.000669,-19.842391,19.842391,1356,1.356,1.356,16.449174,-1.004278,16.479802,-
1.357,0.000669,-19.842393,19.842393,1357,1.357,1.357,16.458913,-1.020661,16.490529,-
1.358,0.000669,-19.842395,19.842395,1358,1.358,1.358,16.4689,-1.037124,16.501524,-
1.359,0.00067,-19.842397,19.842397,1359,1.359,1.359,16.479132,-1.053589,16.512778,-
1.36,0.00067,-19.842398,19.842398,1360,1.36,1.36,16.489609,-1.070121,16.524296,-
1.361,0.00067,-19.8424,19.8424,1361,1.361,1.361,16.500335,-1.086664,16.536078,-
1.362,0.00067,-19.842402,19.842402,1362,1.362,1.362,16.511303,-1.103249,16.548121,-
1.363,0.000671,-19.842404,19.842404,1363,1.363,1.363,16.522519,-1.119883,16.560428,-
1.364,0.000671,-19.842406,19.842406,1364,1.364,1.364,16.533983,-1.136533,16.572999,-
1.365,0.000671,-19.842408,19.842408,1365,1.365,1.365,16.545687,-1.153274,16.585832,-
1.366,0.000671,-19.84241,19.84241,1366,1.366,1.366,16.557641,-1.170003,16.598927,-
1.367,0.000672,-19.842412,19.842412,1367,1.367,1.367,16.56984,-1.186859,16.612292,-
1.368,0.000672,-19.842414,19.842414,1368,1.368,1.368,16.582283,-1.203734,16.625916,-
1.369,0.000672,-19.842416,19.842416,1369,1.369,1.369,16.594973,-1.220689,16.639809,-
1.37,0.000673,-19.842418,19.842418,1370,1.37,1.37,16.60791,-1.237709,16.653967,-
1.371,0.000673,-19.84242,19.84242,1371,1.371,1.371,16.621092,-1.254775,16.668388,-
1.372,0.000674,-19.842422,19.842422,1372,1.372,1.372,16.634521,-1.271954,16.68308,-
1.373,0.000674,-19.842424,19.842424,1373,1.373,1.373,16.648198,-1.289145,16.698036,-
1.374,0.000675,-19.842426,19.842426,1374,1.374,1.374,16.662119,-1.306461,16.71326,-
1.375,0.000675,-19.842428,19.842428,1375,1.375,1.375,16.676291,-1.323833,16.728754,-
1.376,0.000675,-19.842431,19.842431,1376,1.376,1.376,16.690707,-1.341318,16.744516,-
1.377,0.000676,-19.842433,19.842433,1377,1.377,1.377,16.70537,-1.358911,16.76055,-
1.378,0.000676,-19.842435,19.842435,1378,1.378,1.378,16.720286,-1.376556,16.776855,-
1.379,0.000677,-19.842437,19.842437,1379,1.379,1.379,16.735446,-1.394343,16.793432,-
1.38,0.000678,-19.842439,19.842439,1380,1.38,1.38,16.750858,-1.412186,16.81028,-
1.381,0.000678,-19.842442,19.842442,1381,1.381,1.381,16.766521,-1.430155,16.827405,-
1.382,0.000679,-19.842444,19.842444,1382,1.382,1.382,16.782429,-1.448238,16.844801,-
1.383,0.000679,-19.842446,19.842446,1383,1.383,1.383,16.798592,-1.466406,16.862474,-
1.384,0.00068,-19.842449,19.842449,1384,1.384,1.384,16.815005,-1.484731,16.880427,-
1.385,0.000681,-19.842451,19.842451,1385,1.385,1.385,16.831668,-1.503147,16.898654,-
1.386,0.000681,-19.842453,19.842453,1386,1.386,1.386,16.848585,-1.521717,16.917164,-
1.387,0.000682,-19.842456,19.842456,1387,1.387,1.387,16.865755,-1.540416,16.935955,-
1.388,0.000683,-19.842458,19.842458,1388,1.388,1.388,16.883178,-1.559223,16.955025,-
1.389,0.000683,-19.84246,19.842461,1389,1.389,1.389,16.900857,-1.578206,16.974383,-
1.39,0.000684,-19.842463,19.842463,1390,1.39,1.39,16.918791,-1.597279,16.994022,-
1.391,0.000685,-19.842465,19.842465,1391,1.391,1.391,16.93698,-1.616522,17.013948,-
1.392,0.000686,-19.842468,19.842468,1392,1.392,1.392,16.955428,-1.635918,17.034164,-
1.393,0.000686,-19.84247,19.84247,1393,1.393,1.393,16.974131,-1.655438,17.054665,-
1.394,0.000687,-19.842473,19.842473,1394,1.394,1.394,16.993092,-1.675175,17.075462,-
1.395,0.000688,-19.842476,19.842476,1395,1.395,1.395,17.012316,-1.695033,17.09655,-
1.396,0.000689,-19.842478,19.842478,1396,1.396,1.396,17.031796,-1.715073,17.11793,-
1.397,0.00069,-19.842481,19.842481,1397,1.397,1.397,17.051539,-1.735294,17.13961,-
1.398,0.00069,-19.842483,19.842483,1398,1.398,1.398,17.071546,-1.75565,17.161585,-
1.399,0.000691,-19.842486,19.842486,1399,1.399,1.399,17.091813,-1.77622,17.18386,-
1.4,0.000692,-19.842489,19.842489,1400,1.4,1.4,17.112349,-1.79694,17.206437,-
1.401,0.000693,-19.842492,19.842492,1401,1.401,1.401,17.133146,-1.817851,17.229315,-
1.402,0.000694,-19.842494,19.842494,1402,1.402,1.402,17.154209,-1.838997,17.252501,-
1.403,0.000695,-19.842497,19.842497,1403,1.403,1.403,17.175543,-1.860292,17.275994,-
1.404,0.000696,-19.8425,19.8425,1404,1.404,1.404,17.19714,-1.881821,17.299794,-
1.405,0.000697,-19.842503,19.842503,1405,1.405,1.405,17.219011,-1.903533,17.323908,-
1.406,0.000698,-19.842506,19.842506,1406,1.406,1.406,17.241152,-1.925442,17.348333,-
1.407,0.000699,-19.842509,19.842509,1407,1.407,1.407,17.263562,-1.947596,17.373075,-
1.408,0.0007,-19.842512,19.842512,1408,1.408,1.408,17.286252,-1.969904,17.398133,-
1.409,0.000701,-19.842515,19.842515,1409,1.409,1.409,17.309209,-1.992481,17.42351,-
1.41,0.000702,-19.842518,19.842518,1410,1.41,1.41,17.332443,-2.015287,17.449211,-
1.411,0.000703,-19.842521,19.842521,1411,1.411,1.411,17.355955,-2.038299,17.475235,-
1.412,0.000704,-19.842524,19.842524,1412,1.412,1.412,17.379743,-2.061574,17.501587,-
1.413,0.000706,-19.842527,19.842527,1413,1.413,1.413,17.403815,-2.085034,17.528267,-
1.414,0.000707,-19.84253,19.84253,1414,1.414,1.414,17.428162,-2.108754,17.555275,-
1.415,0.000708,-19.842533,19.842533,1415,1.415,1.415,17.452793,-2.132725,17.58262,-
1.416,0.000709,-19.842536,19.842536,1416,1.416,1.416,17.477706,-2.156941,17.610299,-
1.417,0.00071,-19.842539,19.842539,1417,1.417,1.417,17.502902,-2.18144,17.638318,-
1.418,0.000712,-19.842543,19.842543,1418,1.418,1.418,17.528388,-2.20615,17.666677,-
1.419,0.000713,-19.842546,19.842546,1419,1.419,1.419,17.554156,-2.231132,17.695377,-
1.42,0.000714,-19.842549,19.842549,1420,1.42,1.42,17.580216,-2.256381,17.724426,-
1.421,0.000715,-19.842553,19.842553,1421,1.421,1.421,17.606563,-2.281885,17.753818,-
1.422,0.000717,-19.842556,19.842556,1422,1.422,1.422,17.6332,-2.307706,17.783567,-
1.423,0.000718,-19.842559,19.842559,1423,1.423,1.423,17.660131,-2.333761,17.813665,-
1.424,0.000719,-19.842563,19.842563,1424,1.424,1.424,17.687355,-2.360104,17.84412,-
1.425,0.000721,-19.842566,19.842566,1425,1.425,1.425,17.714875,-2.386731,17.874934,-
1.426,0.000722,-19.84257,19.84257,1426,1.426,1.426,17.74269,-2.413633,17.906107,-
1.427,0.000724,-19.842573,19.842573,1427,1.427,1.427,17.770801,-2.440875,17.937649,-
1.428,0.000725,-19.842577,19.842577,1428,1.428,1.428,17.799211,-2.468365,17.969551,-
1.429,0.000727,-19.842581,19.842581,1429,1.429,1.429,17.827925,-2.496165,18.001826,-
1.43,0.000728,-19.842584,19.842584,1430,1.43,1.43,17.856936,-2.52426,18.034469,-
1.431,0.00073,-19.842588,19.842588,1431,1.431,1.431,17.886252,-2.552677,18.06749,-
1.432,0.000731,-19.842592,19.842592,1432,1.432,1.432,17.915868,-2.581437,18.100888,-
1.433,0.000733,-19.842596,19.842596,1433,1.433,1.433,17.945796,-2.610448,18.134664,-
1.434,0.000734,-19.8426,19.8426,1434,1.434,1.434,17.976027,-2.639802,18.168822,-
1.435,0.000736,-19.842604,19.842604,1435,1.435,1.435,18.006566,-2.669484,18.203367,-
1.436,0.000737,-19.842607,19.842607,1436,1.436,1.436,18.037414,-2.699499,18.238301,-
1.437,0.000739,-19.842611,19.842611,1437,1.437,1.437,18.068572,-2.729849,18.273625,-
1.438,0.000741,-19.842615,19.842615,1438,1.438,1.438,18.100047,-2.760487,18.309341,-
1.439,0.000742,-19.84262,19.84262,1439,1.439,1.439,18.131827,-2.791527,18.345457,-
1.44,0.000744,-19.842624,19.842624,1440,1.44,1.44,18.163927,-2.822868,18.38197,-
1.441,0.000746,-19.842628,19.842628,1441,1.441,1.441,18.19634,-2.854568,18.418886,-
1.442,0.000747,-19.842632,19.842632,1442,1.442,1.442,18.229073,-2.886591,18.456205,-
1.443,0.000749,-19.842636,19.842636,1443,1.443,1.443,18.262119,-2.919009,18.493934,-
1.444,0.000751,-19.842641,19.842641,1444,1.444,1.444,18.295485,-2.951782,18.532074,-
1.445,0.000753,-19.842645,19.842645,1445,1.445,1.445,18.329175,-2.984871,18.570625,-
1.446,0.000755,-19.842649,19.842649,1446,1.446,1.446,18.363181,-3.018382,18.609596,-
1.447,0.000756,-19.842654,19.842654,1447,1.447,1.447,18.397514,-3.05222,18.648983,-
1.448,0.000758,-19.842658,19.842658,1448,1.448,1.448,18.432168,-3.086453,18.688793,-
1.449,0.00076,-19.842663,19.842663,1449,1.449,1.449,18.46715,-3.121029,18.729027,-
1.45,0.000762,-19.842668,19.842668,1450,1.45,1.45,18.502452,-3.156036,18.769691,-
1.451,0.000764,-19.842672,19.842672,1451,1.451,1.451,18.538086,-3.191395,18.810785,-
1.452,0.000766,-19.842677,19.842677,1452,1.452,1.452,18.574046,-3.22713,18.852309,-
1.453,0.000768,-19.842682,19.842682,1453,1.453,1.453,18.610334,-3.263304,18.894276,-
1.454,0.00077,-19.842686,19.842686,1454,1.454,1.454,18.64695,-3.299836,18.936675,-
1.455,0.000772,-19.842691,19.842691,1455,1.455,1.455,18.683901,-3.336775,18.979521,-
1.456,0.000774,-19.842696,19.842696,1456,1.456,1.456,18.721178,-3.374129,19.022809,-
1.457,0.000776,-19.842701,19.842701,1457,1.457,1.457,18.758789,-3.411902,19.066548,-
1.458,0.000778,-19.842706,19.842706,1458,1.458,1.458,18.796739,-3.450035,19.110733,-
1.459,0.00078,-19.842711,19.842711,1459,1.459,1.459,18.835012,-3.488662,19.155376,-
1.46,0.000783,-19.842717,19.842717,1460,1.46,1.46,18.873632,-3.527636,19.200474,-
1.461,0.000785,-19.842722,19.842722,1461,1.461,1.461,18.912577,-3.567082,19.24603,-
1.462,0.000787,-19.842727,19.842727,1462,1.462,1.462,18.951866,-3.606935,19.29205,-
1.463,0.000789,-19.842732,19.842732,1463,1.463,1.463,18.991487,-3.647225,19.338532,-
1.464,0.000791,-19.842738,19.842738,1464,1.464,1.464,19.031448,-3.687952,19.385484,-
1.465,0.000794,-19.842743,19.842743,1465,1.465,1.465,19.071745,-3.729138,19.432908,-
1.466,0.000796,-19.842749,19.842749,1466,1.466,1.466,19.112385,-3.770725,19.480801,-
1.467,0.000798,-19.842755,19.842755,1467,1.467,1.467,19.153359,-3.812822,19.529178,-
1.468,0.0008,-19.84276,19.84276,1468,1.468,1.468,19.194676,-3.85532,19.578025,-
1.469,0.000803,-19.842766,19.842766,1469,1.469,1.469,19.23633,-3.898317,19.627361,-
1.47,0.000805,-19.842772,19.842772,1470,1.47,1.47,19.278328,-3.941752,19.677179,-
1.471,0.000808,-19.842778,19.842778,1471,1.471,1.471,19.320666,-3.985658,19.727483,-
1.472,0.00081,-19.842784,19.842784,1472,1.472,1.472,19.363347,-4.030047,19.778283,-
1.473,0.000812,-19.84279,19.84279,1473,1.473,1.473,19.406366,-4.074903,19.82957,-
1.474,0.000815,-19.842796,19.842796,1474,1.474,1.474,19.449729,-4.120243,19.881357,-
1.475,0.000817,-19.842802,19.842802,1475,1.475,1.475,19.493433,-4.16608,19.933644,-
1.476,0.00082,-19.842808,19.842808,1476,1.476,1.476,19.537481,-4.212377,19.986428,-
1.477,0.000822,-19.842814,19.842814,1477,1.477,1.477,19.581868,-4.259216,20.039723,-
1.478,0.000825,-19.842821,19.842821,1478,1.478,1.478,19.626606,-4.306489,20.093519,-
1.479,0.000828,-19.842827,19.842827,1479,1.479,1.479,19.671674,-4.354343,20.14783,-
1.48,0.00083,-19.842834,19.842834,1480,1.48,1.48,19.7171,-4.402623,20.202652,-
1.481,0.000833,-19.84284,19.84284,1481,1.481,1.481,19.762852,-4.451497,20.25799,-
1.482,0.000835,-19.842847,19.842847,1482,1.482,1.482,19.808959,-4.500824,20.313845,-
1.483,0.000838,-19.842854,19.842854,1483,1.483,1.483,19.855404,-4.550721,20.370226,-
1.484,0.000841,-19.842861,19.842861,1484,1.484,1.484,19.90219,-4.601112,20.427125,-
1.485,0.000844,-19.842867,19.842867,1485,1.485,1.485,19.949319,-4.652055,20.484554,-
1.486,0.000846,-19.842874,19.842874,1486,1.486,1.486,19.996793,-4.703527,20.542514,-
1.487,0.000849,-19.842882,19.842882,1487,1.487,1.487,20.044603,-4.755536,20.601001,-
1.488,0.000852,-19.842889,19.842889,1488,1.488,1.488,20.092755,-4.808109,20.660027,-
1.489,0.000855,-19.842896,19.842896,1489,1.489,1.489,20.141255,-4.861202,20.719591,-
1.49,0.000858,-19.842903,19.842903,1490,1.49,1.49,20.190083,-4.914896,20.779693,-
1.491,0.00086,-19.842911,19.842911,1491,1.491,1.491,20.239262,-4.969099,20.840337,-
1.492,0.000863,-19.842918,19.842918,1492,1.492,1.492,20.288774,-5.023909,20.901532,-
1.493,0.000866,-19.842926,19.842926,1493,1.493,1.493,20.338625,-5.079264,20.963268,-
1.494,0.000869,-19.842934,19.842934,1494,1.494,1.494,20.388813,-5.135214,21.025559,-
1.495,0.000872,-19.842941,19.842941,1495,1.495,1.495,20.439342,-5.191739,21.088406,-
1.496,0.000875,-19.842949,19.842949,1496,1.496,1.496,20.490202,-5.248849,21.151803,-
1.497,0.000878,-19.842957,19.842957,1497,1.497,1.497,20.541395,-5.306573,21.215764,-
1.498,0.000881,-19.842965,19.842965,1498,1.498,1.498,20.592932,-5.364857,21.280286,-
1.499,0.000884,-19.842974,19.842974,1499,1.499,1.499,20.644792,-5.423779,21.34537,-
1.5,0.000887,-19.842982,19.842982,1500,1.5,1.5,20.696988,-5.483289,21.41102,-
1.501,0.00089,-19.84299,19.84299,1501,1.501,1.501,20.749516,-5.543426,21.477243,-
1.502,0.000893,-19.842999,19.842999,1502,1.502,1.502,20.802371,-5.604184,21.544037,-
1.503,0.000896,-19.843007,19.843007,1503,1.503,1.503,20.855554,-5.665565,21.611403,-
1.504,0.000899,-19.843016,19.843016,1504,1.504,1.504,20.909066,-5.727579,21.67935,-
1.505,0.000903,-19.843025,19.843025,1505,1.505,1.505,20.962903,-5.790238,21.747877,-
1.506,0.000906,-19.843034,19.843034,1506,1.506,1.506,21.017064,-5.853521,21.816982,-
1.507,0.000909,-19.843043,19.843043,1507,1.507,1.507,21.07154,-5.917499,21.886677,-
1.508,0.000912,-19.843052,19.843052,1508,1.508,1.508,21.126351,-5.982082,21.956958,-
1.509,0.000915,-19.843061,19.843061,1509,1.509,1.509,21.181466,-6.047378,22.02783,-
1.51,0.000919,-19.84307,19.84307,1510,1.51,1.51,21.236906,-6.113306,22.099292,-
1.511,0.000922,-19.84308,19.84308,1511,1.511,1.511,21.292662,-6.179922,22.171353,-
1.512,0.000925,-19.843089,19.843089,1512,1.512,1.512,21.348728,-6.247237,22.244014,-
1.513,0.000928,-19.843099,19.843099,1513,1.513,1.513,21.405109,-6.315201,22.317268,-
1.514,0.000932,-19.843109,19.843109,1514,1.514,1.514,21.461791,-6.383909,22.391132,-
1.515,0.000935,-19.843119,19.843119,1515,1.515,1.515,21.518793,-6.453273,22.4656,-
1.516,0.000938,-19.843129,19.843129,1516,1.516,1.516,21.57609,-6.523378,22.540677,-
1.517,0.000942,-19.843139,19.843139,1517,1.517,1.517,21.633687,-6.594202,22.616363,-
1.518,0.000945,-19.843149,19.843149,1518,1.518,1.518,21.691593,-6.665717,22.692664,-
1.519,0.000949,-19.84316,19.84316,1519,1.519,1.519,21.749794,-6.737984,22.769584,-
1.52,0.000952,-19.84317,19.84317,1520,1.52,1.52,21.808287,-6.810976,22.847118,-
1.521,0.000955,-19.843181,19.843181,1521,1.521,1.521,21.867072,-6.88472,22.925274,-
1.522,0.000959,-19.843192,19.843192,1522,1.522,1.522,21.92615,-6.959207,23.004056,-
1.523,0.000962,-19.843202,19.843203,1523,1.523,1.523,21.985515,-7.034457,23.083467,-
1.524,0.000966,-19.843214,19.843214,1524,1.524,1.524,22.045159,-7.110464,23.1635,-
1.525,0.000969,-19.843225,19.843225,1525,1.525,1.525,22.105085,-7.187249,23.244168,-
1.526,0.000973,-19.843236,19.843236,1526,1.526,1.526,22.165291,-7.264812,23.325472,-
1.527,0.000976,-19.843247,19.843247,1527,1.527,1.527,22.225777,-7.343143,23.407412,-
1.528,0.00098,-19.843259,19.843259,1528,1.528,1.528,22.286519,-7.422309,23.489989,-
1.529,0.000983,-19.843271,19.843271,1529,1.529,1.529,22.347541,-7.502234,23.573207,-
1.53,0.000987,-19.843283,19.843283,1530,1.53,1.53,22.408829,-7.582971,23.657072,-
1.531,0.00099,-19.843295,19.843295,1531,1.531,1.531,22.470369,-7.664561,23.741587,-
1.532,0.000994,-19.843307,19.843307,1532,1.532,1.532,22.532173,-7.746927,23.826743,-
1.533,0.000997,-19.843319,19.843319,1533,1.533,1.533,22.594226,-7.830152,23.912555,-
1.534,0.001001,-19.843332,19.843332,1534,1.534,1.534,22.656528,-7.914224,23.999024,-
1.535,0.001004,-19.843344,19.843344,1535,1.535,1.535,22.71909,-7.999096,24.086149,-
1.536,0.001008,-19.843357,19.843357,1536,1.536,1.536,22.781872,-8.084877,24.173931,-
1.537,0.001012,-19.84337,19.84337,1537,1.537,1.537,22.844898,-8.171505,24.262376,-
1.538,0.001015,-19.843383,19.843383,1538,1.538,1.538,22.908167,-8.258976,24.351485,-
1.539,0.001019,-19.843396,19.843396,1539,1.539,1.539,22.971658,-8.34736,24.441266,-
1.54,0.001022,-19.843409,19.843409,1540,1.54,1.54,23.035371,-8.436618,24.53171,-
1.541,0.001026,-19.843423,19.843423,1541,1.541,1.541,23.099306,-8.526762,24.622827,-
1.542,0.001029,-19.843437,19.843437,1542,1.542,1.542,23.163455,-8.617825,24.714622,-
1.543,0.001033,-19.84345,19.843451,1543,1.543,1.543,23.227819,-8.709786,24.807094,-
1.544,0.001037,-19.843465,19.843465,1544,1.544,1.544,23.292384,-8.80267,24.900244,-
1.545,0.00104,-19.843479,19.843479,1545,1.545,1.545,23.357147,-8.896488,24.994075,-
1.546,0.001044,-19.843493,19.843493,1546,1.546,1.546,23.422107,-8.991239,25.088592,-
1.547,0.001047,-19.843508,19.843508,1547,1.547,1.547,23.48726,-9.086932,25.183798,-
1.548,0.001051,-19.843522,19.843522,1548,1.548,1.548,23.552598,-9.183577,25.279694,-
1.549,0.001054,-19.843537,19.843537,1549,1.549,1.549,23.618106,-9.281196,25.376279,-
1.55,0.001058,-19.843552,19.843552,1550,1.55,1.55,23.683791,-9.379778,25.473559,-
1.551,0.001061,-19.843567,19.843567,1551,1.551,1.551,23.749649,-9.479331,25.571538,-
1.552,0.001065,-19.843583,19.843583,1552,1.552,1.552,23.815666,-9.579886,25.670219,-
1.553,0.001068,-19.843598,19.843599,1553,1.553,1.553,23.881833,-9.681438,25.769598,-
1.554,0.001072,-19.843614,19.843614,1554,1.554,1.554,23.948155,-9.78398,25.869681,-
1.555,0.000638,-19.842966,19.842966,1555,1.555,1.555,18.209015,8.022356,19.8979,-
1.556,0.000628,-19.842956,19.842956,1556,1.556,1.556,18.124231,7.933826,19.784675,-
1.557,0.000619,-19.842947,19.842947,1557,1.557,1.557,18.039496,7.846314,19.672012,-
1.558,0.00061,-19.842937,19.842937,1558,1.558,1.558,17.954866,7.759641,19.559889,-
1.559,0.000601,-19.842928,19.842928,1559,1.559,1.559,17.870265,7.674046,19.448325,-
1.56,0.000592,-19.842919,19.842919,1560,1.56,1.56,17.785816,7.589124,19.337271,-
1.561,0.000583,-19.842909,19.842909,1561,1.561,1.561,17.701422,7.505225,19.226771,-
1.562,0.000574,-19.8429,19.8429,1562,1.562,1.562,17.617215,7.42192,19.116777,-
1.563,0.000566,-19.842891,19.842891,1563,1.563,1.563,17.533075,7.339613,19.007331,-
1.564,0.000557,-19.842882,19.842882,1564,1.564,1.564,17.449042,7.25817,18.898416,-
1.565,0.000549,-19.842873,19.842873,1565,1.565,1.565,17.365135,7.177539,18.790024,-
1.566,0.000541,-19.842864,19.842864,1566,1.566,1.566,17.281307,7.097842,18.682156,-
1.567,0.000532,-19.842855,19.842855,1567,1.567,1.567,17.197665,7.018762,18.574787,-
1.568,0.000525,-19.842847,19.842847,1568,1.568,1.568,17.114125,6.940585,18.467945,-
1.569,0.000517,-19.842838,19.842838,1569,1.569,1.569,17.030713,6.863229,18.36162,-
1.57,0.000509,-19.842829,19.842829,1570,1.57,1.57,16.94747,6.786558,18.255796,-
1.571,0.000501,-19.842821,19.842821,1571,1.571,1.571,16.864344,6.710753,18.150491,-
1.572,0.000494,-19.842812,19.842812,1572,1.572,1.572,16.78136,6.635721,18.045688,-
1.573,0.000486,-19.842804,19.842804,1573,1.573,1.573,16.698534,6.561399,17.941377,-
1.574,0.000479,-19.842796,19.842796,1574,1.574,1.574,16.615827,6.48795,17.837578,-
1.575,0.000472,-19.842787,19.842787,1575,1.575,1.575,16.533274,6.415248,17.734277,-
1.576,0.000465,-19.842779,19.842779,1576,1.576,1.576,16.450898,6.343223,17.631464,-
1.577,0.000458,-19.842771,19.842771,1577,1.577,1.577,16.368664,6.271997,17.52915,-
1.578,0.000451,-19.842763,19.842763,1578,1.578,1.578,16.286585,6.201523,17.427328,-
1.579,0.000444,-19.842755,19.842755,1579,1.579,1.579,16.204688,6.131691,17.325979,-
1.58,0.000437,-19.842747,19.842747,1580,1.58,1.58,16.122939,6.062632,17.225118,-
1.581,0.000431,-19.842739,19.842739,1581,1.581,1.581,16.041345,5.994338,17.124743,-
1.582,0.000424,-19.842731,19.842731,1582,1.582,1.582,15.959953,5.926637,17.024839,-
1.583,0.000418,-19.842724,19.842724,1583,1.583,1.583,15.878724,5.859677,16.925416,-
1.584,0.000411,-19.842716,19.842716,1584,1.584,1.584,15.797659,5.793454,16.826471,-
1.585,0.000405,-19.842708,19.842708,1585,1.585,1.585,15.716784,5.727868,16.727994,-
1.586,0.000399,-19.842701,19.842701,1586,1.586,1.586,15.636084,5.662953,16.629977,-
1.587,0.000393,-19.842693,19.842693,1587,1.587,1.587,15.555555,5.59875,16.532431,-
1.588,0.000387,-19.842686,19.842686,1588,1.588,1.588,15.475206,5.535227,16.43535,-
1.589,0.000381,-19.842679,19.842679,1589,1.589,1.589,15.395063,5.472291,16.338725,-
1.59,0.000376,-19.842671,19.842671,1590,1.59,1.59,15.315099,5.410043,16.242562,-
1.591,0.00037,-19.842664,19.842664,1591,1.591,1.591,15.235315,5.348478,16.146858,-
1.592,0.000364,-19.842657,19.842657,1592,1.592,1.592,15.155732,5.287507,16.051602,-
1.593,0.000359,-19.84265,19.84265,1593,1.593,1.593,15.076338,5.227164,15.956792,-
1.594,0.000353,-19.842643,19.842643,1594,1.594,1.594,14.997131,5.167481,15.862433,-
1.595,0.000348,-19.842636,19.842636,1595,1.595,1.595,14.918109,5.108457,15.768523,-
1.596,0.000343,-19.842629,19.842629,1596,1.596,1.596,14.839306,5.049969,15.67505,-
1.597,0.000337,-19.842622,19.842622,1597,1.597,1.597,14.760696,4.992118,15.582021,-
1.598,0.000332,-19.842615,19.842615,1598,1.598,1.598,14.682278,4.934898,15.489432,-
1.599,0.000327,-19.842609,19.842609,1599,1.599,1.599,14.60406,4.878267,15.397275,-
1.6,0.000322,-19.842602,19.842602,1600,1.6,1.6,14.526052,4.822188,15.305544,-
1.601,0.000317,-19.842595,19.842595,1601,1.601,1.601,14.448242,4.766719,15.214247,-
1.602,0.000312,-19.842589,19.842589,1602,1.602,1.602,14.37063,4.711855,15.123379,-
1.603,0.000308,-19.842582,19.842582,1603,1.603,1.603,14.293234,4.657531,15.032935,-
1.604,0.000303,-19.842576,19.842576,1604,1.604,1.604,14.21605,4.603758,14.942914,-
1.605,0.000298,-19.842569,19.842569,1605,1.605,1.605,14.139069,4.55057,14.853315,-
1.606,0.000294,-19.842563,19.842563,1606,1.606,1.606,14.062287,4.497964,14.764132,-
1.607,0.000289,-19.842557,19.842557,1607,1.607,1.607,13.985723,4.445863,14.675359,-
1.608,0.000285,-19.84255,19.84255,1608,1.608,1.608,13.909372,4.394307,14.587,-
1.609,0.00028,-19.842544,19.842544,1609,1.609,1.609,13.833228,4.343311,14.499053,-
1.61,0.000276,-19.842538,19.842538,1610,1.61,1.61,13.757292,4.292869,14.411516,-
1.611,0.000272,-19.842532,19.842532,1611,1.611,1.611,13.681583,4.242904,14.324383,-
1.612,0.000268,-19.842526,19.842526,1612,1.612,1.612,13.606087,4.193469,14.237654,-
1.613,0.000264,-19.84252,19.84252,1613,1.613,1.613,13.530796,4.144573,14.151323,-
1.614,0.00026,-19.842514,19.842514,1614,1.614,1.614,13.455714,4.09621,14.06539,-
1.615,0.000256,-19.842508,19.842508,1615,1.615,1.615,13.380861,4.048304,13.97985,-
1.616,0.000252,-19.842503,19.842503,1616,1.616,1.616,13.306224,4.000907,13.894706,-
1.617,0.000248,-19.842497,19.842497,1617,1.617,1.617,13.2318,3.954024,13.809954,-
1.618,0.000244,-19.842491,19.842491,1618,1.618,1.618,13.15759,3.90765,13.725593,-
1.619,0.00024,-19.842486,19.842486,1619,1.619,1.619,13.083609,3.861717,13.641616,-
1.62,0.000236,-19.84248,19.84248,1620,1.62,1.62,13.009842,3.816274,13.558021,-
1.621,0.000233,-19.842474,19.842474,1621,1.621,1.621,12.936287,3.771324,13.474806,-
1.622,0.000229,-19.842469,19.842469,1622,1.622,1.622,12.862949,3.726861,13.391973,-
1.623,0.000226,-19.842464,19.842464,1623,1.623,1.623,12.789838,3.682829,13.309515,-
1.624,0.000222,-19.842458,19.842458,1624,1.624,1.624,12.716949,3.639256,13.227433,-
1.625,0.000219,-19.842453,19.842453,1625,1.625,1.625,12.644277,3.596155,13.145724,-
1.626,0.000215,-19.842448,19.842448,1626,1.626,1.626,12.571822,3.55352,13.064387,-
1.627,0.000212,-19.842442,19.842442,1627,1.627,1.627,12.499589,3.511313,12.983414,-
